precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TRIF VALER-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","GHEŢE VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POP EMILIAN-GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","BÎRLE VLAD-SERGIU-UNIUNEA SALVAȚI ROMÂNIA-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",402,SĂCĂLĂŞENI,108794,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:11",747,695,0,21,31,513,471,0,21,21,510,3,800,287,126,72,298,14
26,MARAMUREŞ,"CĂMINUL CULTURAL",403,SĂCĂLĂŞENI,108794,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:37",544,533,0,10,1,306,295,0,10,1,296,10,558,252,28,64,153,51
26,MARAMUREŞ,"SALA DE SPORT",401,SĂCĂLĂŞENI,108794,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:13:39",846,821,0,23,2,476,451,0,23,2,455,21,900,424,14,191,125,125
