precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MARIAN ION GIGEL-PARTIDUL NAȚIONAL LIBERAL-voturi","OMOTA GABRIEL-MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","FLUTURE ANDREEA-DIANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BACEA",381,ILIA,89856,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:20",278,266,0,6,6,151,139,0,6,6,143,8,301,150,13,96,34
22,HUNEDOARA,"CĂMINUL CULTURAL BRÂZNIC",382,ILIA,89856,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:35",200,186,0,13,1,132,118,0,13,1,127,5,201,69,8,89,30
22,HUNEDOARA,"CĂMINUL CULTURAL BRETEA MUREȘANĂ",383,ILIA,89856,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:52:09",480,463,1,10,6,265,249,0,10,6,256,9,521,256,61,164,31
22,HUNEDOARA,"CĂMINUL CULTURAL ILIA",380,ILIA,89856,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:53:19",1450,1391,6,22,31,979,926,0,22,31,875,23,1552,652,69,658,148
22,HUNEDOARA,"CĂMINUL CULTURAL SĂCĂMAȘ",384,ILIA,89856,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:22:36",187,164,10,7,6,109,96,0,7,6,105,4,191,82,6,78,21
22,HUNEDOARA,"CĂMINUL CULTURAL SÂRBI",385,ILIA,89856,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:22:49",349,344,0,3,2,221,216,0,3,2,212,9,390,169,15,159,38
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA LUNGĂ",386,ILIA,89856,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:37:18",99,85,0,8,6,75,61,0,8,6,72,3,101,26,10,57,5
