precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ILINESCU GRIGORE-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂRBĂTESCU NICOLAE-VIRGIL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARASCHIV DANIEL-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","TRANDAFIRESCU CONSTANTIN-LUCIAN-FORȚA DREPTEI-voturi","BUDIHOI SORIN-MIHAI-PARTIDUL ECOLOGIST ROMÂN-voturi","SCROCIOB NICOLAE-voturi"
40,VÂLCEA,"GRĂDINIŢA DEZROBIŢI",229,FRÂNCEŞTI,169896,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:12",558,546,1,11,0,333,321,1,11,0,308,25,600,267,46,44,197,12,9,0
40,VÂLCEA,"GRĂDINIŢA NEGRENI",230,FRÂNCEŞTI,169896,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:38",376,371,0,5,0,239,234,0,5,0,228,11,410,171,54,4,148,19,2,1
40,VÂLCEA,"GRĂDINIŢA VIIŞOARA",233,FRÂNCEŞTI,169896,3,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:14",228,219,0,9,0,147,138,0,9,0,144,3,235,88,13,5,112,7,5,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII FRÎNCEŞTI",227,FRÂNCEŞTI,169896,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:07:22",591,587,0,4,0,309,305,0,4,0,302,7,650,341,37,0,253,9,3,0
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV COŞANI",228,FRÂNCEŞTI,169896,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:10:30",1120,1114,2,4,0,452,448,0,4,0,435,17,1230,778,74,22,291,21,23,4
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV SURPATE",232,FRÂNCEŞTI,169896,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:24:24",641,638,0,3,0,374,371,0,3,0,358,16,700,326,55,57,172,39,35,0
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I-VIII GENUNENI",231,FRÂNCEŞTI,169896,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:09",611,603,1,7,0,376,368,1,7,0,367,9,660,284,85,12,255,5,5,5
