precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BURSAŞIU SEBASTIAN-ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","CIUCIAN ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CĂMINUL CULTURAL",218,"ORAŞ VAŞCĂU",27007,4,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:54",133,99,0,13,21,105,71,0,13,21,101,4,110,5,63,38
5,BIHOR,"CĂMINUL CULTURAL",217,"ORAŞ VAŞCĂU",27007,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:05",180,168,0,10,2,140,128,0,10,2,137,3,189,49,69,68
5,BIHOR,"CĂMINUL CULTURAL",214,"ORAŞ VAŞCĂU",27007,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:49",179,159,1,12,7,139,120,0,12,7,134,5,181,42,79,55
5,BIHOR,"CĂMINUL CULTURAL",216,"ORAŞ VAŞCĂU",27007,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:17:07",139,106,3,25,5,109,79,0,25,5,108,1,114,5,32,76
5,BIHOR,"CASA DE CULTURĂ",213,"ORAŞ VAŞCĂU",27007,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:32:07",1431,1235,4,141,51,1030,838,0,141,51,1003,27,1361,331,703,300
5,BIHOR,"ŞCOALA GENERALĂ",215,"ORAŞ VAŞCĂU",27007,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:39:14",54,39,0,15,0,41,26,0,15,0,41,0,48,7,16,25
