precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CĂLIN PETRE-ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","FLOREA LUCIAN-GIORGIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞERBAN CĂTĂLIN-ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi"
12,CĂLĂRAŞI,"GRADINITA CU 4 GRUPE",202,SĂRULEŞTI,104886,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:06:28",1209,1163,0,25,21,894,848,0,25,21,873,19,1300,408,794,27,52
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",203,SĂRULEŞTI,104886,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:36:45",206,203,0,3,0,132,129,0,3,0,122,10,238,106,107,10,5
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",200,SĂRULEŞTI,104886,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:17",345,325,0,14,6,244,224,0,14,6,240,2,364,120,200,2,38
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",201,SĂRULEŞTI,104886,2,PART,PRCNCT,P,P_SV,"2024-06-12 19:30:07",524,503,1,13,7,397,377,0,13,7,381,16,560,163,349,14,18
