precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
28,MUREŞ,"CĂMINUL CULTURAL SÂNTU",441,LUNCA,117998,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:45:53",257,246,0,7,4,174,163,0,7,4,166,7,291,118,13,73,72,8
28,MUREŞ,"ŞCOALA GIMNAZIALĂ BĂIŢA",438,LUNCA,117998,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:01:58",612,588,0,11,13,376,352,0,11,13,358,18,588,212,20,165,154,19
28,MUREŞ,"ŞCOALA PRIMARĂ FRUNZENI",439,LUNCA,117998,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:43",333,311,0,16,6,211,189,0,16,6,192,19,340,129,6,78,103,5
28,MUREŞ,"ŞCOALA PRIMARĂ LOGIG",440,LUNCA,117998,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:37:00",309,285,0,12,12,233,209,0,12,12,226,7,330,97,8,44,171,3
28,MUREŞ,"SEDIUL ADMINISTRATIV AL PRIMĂRIEI",437,LUNCA,117998,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:48:52",426,399,0,13,14,291,264,0,13,14,281,10,440,149,32,67,178,4
