precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
17,DOLJ,"SCOALA GENERALA CU CLASELE L-LV LEAMNA DE JOS",272,BUCOVĂŢ,69964,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:35:33",358,338,0,19,1,250,230,0,19,1,237,12,400,151,89,11,131,6
17,DOLJ,"SCOALA GENERALA CU CLASELE L-LV LEAMNA DE SUS",273,BUCOVĂŢ,69964,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:48:48",364,344,0,20,0,234,214,0,20,0,228,6,400,166,59,12,148,9
17,DOLJ,"SCOALA GENERALA CU CLASELE L-VLLL BUCOVAT",271,BUCOVĂŢ,69964,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:13:58",1705,1655,0,41,9,1099,1049,0,41,9,1060,36,1719,623,283,70,680,27
17,DOLJ,"SCOALA GENERALA CU CLASELE L-VLLL PALILULA",274,BUCOVĂŢ,69964,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:31:59",628,613,1,13,1,355,340,1,13,1,345,0,700,355,127,19,182,17
17,DOLJ,"SCOALA GENERALA CU CLASELE L-VLLL SARBATOAREA",275,BUCOVĂŢ,69964,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:34:51",649,627,0,20,2,434,412,0,20,2,379,55,700,266,205,13,150,11
