precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
29,NEAMŢ,"CASA SOCIALĂ A PAROHIEI ZVORĂNEŞTI, FILIA LUNCA MOLDOVEI",342,PĂSTRĂVENI,123371,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:21:56",244,237,1,6,0,176,169,1,6,0,165,11,273,97,32,118,13,2
29,NEAMŢ,"ŞCOALA GIMNAZIALA, COMUNA PASTRAVENI",340,PĂSTRĂVENI,123371,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:36",715,715,0,0,0,394,394,0,0,0,381,13,800,406,44,304,30,3
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ COMUNA PĂSTRĂVENI",341,PĂSTRĂVENI,123371,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:51:14",673,673,0,0,0,358,358,0,0,0,333,25,900,542,58,249,20,6
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 RADENI",343,PĂSTRĂVENI,123371,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:03:59",743,738,0,5,0,361,356,0,5,0,343,18,800,439,53,222,59,9
29,NEAMŢ,"SCOALA PRIMARA NR. 2 RADENI",344,PĂSTRĂVENI,123371,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:17:31",602,595,0,7,0,317,310,0,7,0,290,27,661,340,40,208,15,27
