precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","TUFĂNOIU CRISTINA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
41,VRANCEA,"CĂMIN CULTURAL SAT SPINEȘTI",357,VRÂNCIOAIA,178750,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 09:04:38",599,570,0,4,25,337,308,0,4,25,313,24,656,319,35,0,278
41,VRANCEA,"SALA DE FESTIVITĂŢI MUNCEI",355,VRÂNCIOAIA,178750,4,PART,PRCNCT,CL,CL_SV,"2024-06-11 08:57:38",531,506,0,2,23,312,287,0,2,23,299,13,581,269,49,3,247
41,VRANCEA,"SALA DE ŞEDINŢE ŞI WORKSHOP",354,VRÂNCIOAIA,178750,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 09:13:37",480,459,1,5,15,270,250,0,5,15,247,23,525,255,55,15,177
41,VRANCEA,"ŞCOALA PRIMARĂ POIANA - SALA GRĂDINIȚEI",356,VRÂNCIOAIA,178750,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 08:37:29",648,516,0,108,24,474,342,0,108,24,447,27,595,121,342,16,89
