precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SUCIU MAGDALENA-LUCIA-PARTIDUL SOCIAL DEMOCRAT-voturi","ROŞU VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MANU ADRIANA-MARIA-PARTIDUL NAȚIONAL LIBERAL-voturi"
13,CLUJ,"CĂMIN CULTURAL CHINTENI",404,CHINTENI,56988,3,PART,PRCNCT,P,P_SV,"2024-06-10 17:44:32",1096,1038,5,52,1,723,670,0,52,1,698,10,1124,416,373,16,309
13,CLUJ,"CASA DE CULTURĂ CHINTENI",403,CHINTENI,56988,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:29:24",1095,1061,1,32,1,761,728,0,32,1,737,24,1155,394,372,13,352
13,CLUJ,"CASA DE CULTURĂ MĂCICAȘU",407,CHINTENI,56988,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:15",199,191,0,5,3,199,191,0,5,3,194,5,348,149,90,0,104
13,CLUJ,"ȘCOALA CLS.I-IV DEUȘU",405,CHINTENI,56988,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:01",621,596,2,23,0,340,317,0,23,0,326,14,655,315,171,29,126
13,CLUJ,"ȘCOALA PRIMARĂ FEIURDENI",406,CHINTENI,56988,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:02:05",453,409,4,36,4,312,272,0,36,4,299,13,457,145,208,14,77
