precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TŐRŐK MARIAN-GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi","CÂMPIAN IOAN-GHEORGHE-FORȚA DREPTEI-voturi","ROBAŞ GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","HUSTI ANA-ADELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
32,"SATU MARE",GRADINITA,228,"MEDIEŞU AURIT",138084,3,PART,PRCNCT,P,P_SV,"2024-06-11 14:59:27",509,497,1,7,4,311,300,0,7,4,298,13,550,239,187,21,85,5
32,"SATU MARE","PRIMARIA MEDIESU AURIT",226,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:06",945,892,0,35,18,599,546,0,35,18,585,14,1000,401,330,88,129,38
32,"SATU MARE","SCOALA GENERALA",230,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:11:34",255,246,1,7,1,136,128,0,7,1,133,3,374,238,67,19,34,13
32,"SATU MARE","SCOALA GENERALA",233,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:16",579,564,0,7,8,336,321,0,7,8,327,9,600,264,203,51,68,5
32,"SATU MARE","SCOALA GENERALA",231,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:49:17",165,156,0,9,0,94,85,0,9,0,91,3,200,106,53,10,24,4
32,"SATU MARE","SCOALA GENERALA",229,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:59:59",944,918,3,9,14,456,433,0,9,14,428,28,1000,544,326,19,58,25
32,"SATU MARE","SCOALA GENERALA",232,"MEDIEŞU AURIT",138084,3,PART,PRCNCT,P,P_SV,"2024-06-11 15:14:54",806,775,0,12,19,480,449,0,12,19,445,35,850,370,333,43,60,9
32,"SATU MARE","SCOALA MEDIESU AURIT",227,"MEDIEŞU AURIT",138084,3,PART,PRCNCT,P,P_SV,"2024-06-11 14:44:35",1324,1295,1,19,9,803,775,0,19,9,773,30,1404,601,530,63,154,26
