precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SÂRBILOR DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","GIURI VASILE-STELIAN-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL BEREGSĂU MARE",548,SĂCĂLAZ,158564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:02",1082,1027,0,51,4,666,611,0,51,4,651,15,1179,513,443,43,114,5,3,38,2,3
37,TIMIŞ,"CĂMINUL CULTURAL BEREGSĂU MARE",549,SĂCĂLAZ,158564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:26:04",1110,1063,3,41,3,662,618,0,41,3,643,19,1200,538,385,51,165,7,2,27,0,6
37,TIMIŞ,"CĂMINUL CULTURAL BEREGSĂU MIC",550,SĂCĂLAZ,158564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:44:42",801,782,1,17,1,445,426,1,17,1,428,17,900,455,121,151,73,65,1,13,2,2
37,TIMIŞ,"CĂMINUL CULTURAL SĂCĂLAZ",547,SĂCĂLAZ,158564,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 13:06:35",1732,1607,5,117,3,936,814,2,117,3,913,22,1800,865,353,98,291,6,3,145,7,10
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMUNA SĂCĂLAZ",546,SĂCĂLAZ,158564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:59:43",1856,1800,14,42,0,937,894,1,42,0,917,20,1900,963,375,117,190,5,10,204,5,11
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMUNA SĂCĂLAZ",545,SĂCĂLAZ,158564,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:55:09",1634,1590,4,37,3,823,782,1,37,3,810,13,1600,777,275,131,236,8,5,133,14,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMUNA SĂCĂLAZ",544,SĂCĂLAZ,158564,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:46:55",1675,1628,5,39,3,811,769,0,39,3,792,18,1800,990,318,127,240,5,7,80,7,8
