precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BORICEAN GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","URDĂ RAUL-ALIANȚA PENTRU ÎNTORSURA BUZĂULUI - USR PNL-voturi","MUREA MARCEL-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂNCILĂ LECA-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","MORAR CLAUDIU-SEVERIAN-voturi"
15,COVASNA,"CĂMIN CULTURAL FLOROAIA",89,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:44",1180,1171,2,7,0,631,624,0,7,0,612,19,1300,669,124,384,42,30,32
15,COVASNA,"CĂMINUL CULTURAL BRĂDET",88,"ORAŞ ÎNTORSURA BUZĂULUI",63580,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:25:24",990,981,3,5,1,460,454,0,5,1,448,12,1092,632,66,284,46,33,19
15,COVASNA,"CASA DE CULTURĂ ÎNTORSURA BUZĂULUI",86,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:22:08",1209,1197,1,11,0,580,569,0,11,0,567,13,1273,693,41,434,37,19,36
15,COVASNA,"LICEUL TEORETIC ”MIRCEA ELIADE” ÎNTORSURA BUZĂULUI",85,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:04:17",916,900,0,13,3,403,387,0,13,3,396,7,982,579,43,261,26,14,52
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” ÎNTORSURA BUZĂULUI",83,"ORAŞ ÎNTORSURA BUZĂULUI",63580,2,PART,PRCNCT,P,P_SV,"2024-06-14 12:28:42",1077,1070,1,6,0,528,522,0,6,0,519,9,1215,687,38,375,26,27,53
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” ÎNTORSURA BUZĂULUI",84,"ORAŞ ÎNTORSURA BUZĂULUI",63580,2,PART,PRCNCT,P,P_SV,"2024-06-14 12:37:13",1212,1200,5,7,0,606,599,0,7,0,581,25,1271,665,91,369,52,33,36
15,COVASNA,"ȘCOALA PRIMARĂ ÎNTORSURA BUZĂULUI",87,"ORAŞ ÎNTORSURA BUZĂULUI",63580,4,PART,PRCNCT,P,P_SV,"2024-06-14 12:47:45",812,807,1,4,0,492,488,0,4,0,438,54,900,408,73,268,37,38,22
