precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LUCA VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","HAN HORAŢIU-NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CĂMIN CULTURAL IZVOARELE",293,LIVEZILE,5167,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:31:15",94,72,0,11,11,63,41,0,11,11,62,1,100,37,12,50
1,ALBA,"CĂMIN CULTURAL POIANA AIUDULUI",294,LIVEZILE,5167,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:02:13",263,244,0,5,14,153,134,0,5,14,152,1,280,127,16,136
1,ALBA,"CĂMIN CULTURAL VĂLIȘOARA",295,LIVEZILE,5167,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:45:49",139,118,0,10,11,109,88,0,10,11,84,4,140,52,15,69
1,ALBA,"ȘCOALA GIMNAZIALĂ LIVEZILE",292,LIVEZILE,5167,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:58:10",572,541,0,3,28,396,365,0,3,28,385,11,591,195,62,323
