precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
19,GIURGIU,"GRĂDINIŢA DE COPII COSOBA",105,COSOBA,179748,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:52:19",1106,1078,0,15,13,1106,1078,0,15,13,730,23,1200,447,238,210,209,73
19,GIURGIU,"GRĂDINIŢA DE COPII COSOBA",106,COSOBA,179748,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:27:22",1110,1100,0,2,8,758,748,0,2,8,739,19,1206,445,227,221,235,56
