precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VALEA NUŢU-PARTIDUL NAȚIONAL LIBERAL-voturi","DANCIU MIRCEA-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CĂPRAR DUŢU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
2,ARAD,"CĂMINUL CULTURAL ȘICULA",373,ŞICULA,12242,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:35",881,846,0,10,25,600,565,0,10,25,581,19,964,364,99,301,181
2,ARAD,"ŞCOALA GIMNAZIALĂ CHERELUȘ",375,ŞICULA,12242,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:35:41",772,736,4,9,23,526,494,0,9,23,519,7,810,277,232,176,111
2,ARAD,"ŞCOALA GIMNAZIALĂ GURBA",376,ŞICULA,12242,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:25:48",895,861,0,13,21,677,643,0,13,21,621,22,990,347,432,97,92
2,ARAD,"ȘCOALA GIMNAZIALĂ ȘICULA",374,ŞICULA,12242,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:25:45",877,858,2,2,15,634,617,0,2,15,596,16,960,326,159,276,161
