precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
14,CONSTANŢA,"CASA DE CULTURĂ",335,"ORAŞ NEGRU VODĂ",62397,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:15:47",1203,1178,1,17,7,657,633,0,17,7,632,25,1295,638,29,200,130,270,3
14,CONSTANŢA,"CLUB PENSIONARI",336,"ORAŞ NEGRU VODĂ",62397,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:58:28",1230,1214,0,10,6,654,638,0,10,6,627,27,1327,673,20,264,116,218,9
14,CONSTANŢA,"ŞCOALA GENERALĂ",337,"ORAŞ NEGRU VODĂ",62397,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 14:34:34",1038,1026,0,11,1,565,553,0,11,1,536,24,1152,592,16,215,109,183,13
14,CONSTANŢA,"SCOALA GENERALĂ CLASELE I-IV",340,"ORAŞ NEGRU VODĂ",62397,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:35:07",207,197,1,9,0,107,98,0,9,0,104,3,217,110,1,51,11,40,1
14,CONSTANŢA,"SEDIU ADMINISTRATIV",338,"ORAŞ NEGRU VODĂ",62397,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:16:40",142,134,0,8,0,96,88,0,8,0,92,4,149,53,0,34,21,36,1
14,CONSTANŢA,"SEDIU ADMINISTRATIV AL PRIMARIEI",339,"ORAŞ NEGRU VODĂ",62397,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:12:57",579,571,0,8,0,296,288,0,8,0,287,9,629,333,7,156,42,78,4
