precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ACATINCĂI CEZAR-voturi","PALOTE ILIE-voturi"
24,IAŞI,"CĂMIN CULTURAL BERSUC DEAL",522,LESPEZI,97606,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:37",664,652,0,11,1,354,342,0,11,1,336,18,700,346,60,198,40,17,21,0
24,IAŞI,"CONTAINER MODULAR",523,LESPEZI,97606,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:25:45",618,590,0,4,24,367,340,0,4,23,352,15,700,333,128,146,39,31,1,7
24,IAŞI,"LICEUL TEHNOLOGIC LESPEZI",520,LESPEZI,97606,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:57:58",769,760,0,3,6,392,383,0,3,6,375,17,800,408,119,116,43,25,10,62
24,IAŞI,"ȘCOALA GIMNAZIALĂ BUDA",521,LESPEZI,97606,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:44:18",862,850,0,6,6,438,426,0,6,6,408,30,900,462,166,136,35,54,1,16
24,IAŞI,"SCOALA GIMNAZIALA HECI",524,LESPEZI,97606,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:33:13",904,894,0,7,3,453,443,0,7,3,432,21,1000,547,73,170,131,46,2,10
24,IAŞI,"SCOALA GIMNAZIALA HECI",525,LESPEZI,97606,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:51:22",829,820,1,3,5,414,406,0,3,5,396,15,979,568,75,122,148,44,4,3
