precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE",GRADINITA,228,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:18:44",513,501,1,7,4,311,300,0,7,4,302,9,550,239,3,14,138,116,4,1,26
32,"SATU MARE","PRIMARIA MEDIESU AURIT",226,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:06",945,892,0,35,18,599,546,0,35,18,581,18,1000,401,25,55,273,121,16,9,82
32,"SATU MARE","SCOALA GENERALA",230,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:11:33",255,246,1,7,1,136,128,0,7,1,134,2,363,227,4,20,59,33,2,3,13
32,"SATU MARE","SCOALA GENERALA",233,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:30:15",579,564,0,7,8,336,321,0,7,8,334,2,600,264,8,6,134,50,68,37,31
32,"SATU MARE","SCOALA GENERALA",231,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:49:17",165,156,0,9,0,94,85,0,9,0,90,4,200,106,6,5,47,21,4,1,6
32,"SATU MARE","SCOALA GENERALA",229,"MEDIEŞU AURIT",138084,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:00:00",944,918,3,9,14,456,433,0,9,14,420,36,1000,544,7,25,216,47,111,2,12
32,"SATU MARE","SCOALA GENERALA",232,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:08:52",825,794,0,12,19,480,449,0,12,19,451,29,850,370,7,20,239,70,80,5,30
32,"SATU MARE","SCOALA MEDIESU AURIT",227,"MEDIEŞU AURIT",138084,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:01:05",1333,1304,1,19,9,803,775,0,19,9,771,32,1400,597,18,52,456,154,18,24,49
