precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"”CĂMIN CULTURAL”",206,BORLEŞTI,121732,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:55",244,237,0,7,0,96,89,0,7,0,91,5,300,204,9,35,38,6,1,2
29,NEAMŢ,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",209,BORLEŞTI,121732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:57",869,862,1,6,0,400,393,1,6,0,382,18,900,500,9,226,81,35,4,27
29,NEAMŢ,"GRĂDINIȚA NR.2",208,BORLEŞTI,121732,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:20:29",1364,1354,2,8,0,648,640,0,8,0,605,43,1500,852,12,339,160,44,30,20
29,NEAMŢ,"SCOALA GIMNAZIALĂ BORLEŞTI",203,BORLEŞTI,121732,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:33:27",1501,1492,0,6,3,671,662,0,6,3,652,19,1600,929,28,226,284,75,14,25
29,NEAMŢ,"ŞCOALA GIMNAZIALA ” IOAN GRIGORE TEODORESCU”",207,BORLEŞTI,121732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:49",845,833,1,11,0,364,353,0,11,0,350,14,900,536,8,186,105,22,8,21
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",205,BORLEŞTI,121732,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:23:00",1490,1488,0,2,0,656,654,0,2,0,631,25,1600,944,18,374,150,51,13,25
29,NEAMŢ,"ȘCOALA PRIMARĂ NR. 2 BORLEȘTI",204,BORLEŞTI,121732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:40:22",813,803,0,7,3,391,381,0,7,3,372,19,900,509,11,159,121,40,18,23
29,NEAMŢ,"ȘCOALA PRIMARĂ ȘOVOAIA",210,BORLEŞTI,121732,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:19:33",405,397,0,8,0,190,182,0,8,0,186,4,500,310,11,122,27,12,1,13
