precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"SCOALA GENERALA NR. 1. SAT.COARNELE CAPREI",388,"COARNELE CAPREI",96334,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:01:49",778,707,0,10,61,517,446,0,10,61,502,15,800,283,14,262,189,25,9,3
24,IAŞI,"SCOALA GENERALA NR.1. SAT.COARNELE CAPREI",387,"COARNELE CAPREI",96334,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:48",1017,943,0,25,49,672,598,0,25,49,635,37,1000,328,20,333,229,40,5,8
24,IAŞI,"ŞCOALA GENERALA SAT. ARAMA",389,"COARNELE CAPREI",96334,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:02",540,501,0,15,24,368,329,0,15,24,346,22,500,132,22,201,107,12,3,1
24,IAŞI,"ŞCOALA GENERALA SAT. PETROSICA",390,"COARNELE CAPREI",96334,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:36:45",64,58,0,5,1,41,35,0,5,1,38,3,130,89,1,28,4,1,4,0
