precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LUPU ANIŞOARA-PARTIDUL NAȚIONAL LIBERAL-voturi","LIVINŢI TICU-PARTIDUL SOCIAL DEMOCRAT-voturi","MORĂRIŢA AUREL-UNIUNEA SALVAȚI ROMÂNIA-voturi","PASCARU COSTEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","REBEGEA MIHAI-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SÎNICA DANIELA-voturi"
39,VASLUI,"CĂMINUL CULTURAL REDIU-GALIAN",245,CODĂEŞTI,163002,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:21:08",450,442,0,7,1,227,219,0,7,1,218,9,500,273,132,30,3,25,26,2
39,VASLUI,"ȘCOALA GENERALĂ GHERGHELEU",243,CODĂEŞTI,163002,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:04:21",310,306,0,4,0,140,136,0,4,0,132,8,400,260,103,8,6,12,3,0
39,VASLUI,"ȘCOALA GIMNAZIALĂ CODĂEȘTI",241,CODĂEŞTI,163002,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:01",881,865,1,2,13,403,388,0,2,13,386,17,956,553,250,60,3,50,23,0
39,VASLUI,"ȘCOALA GIMNAZIALĂ CODĂEȘTI",242,CODĂEŞTI,163002,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:46:34",763,750,0,1,12,381,368,0,1,12,365,16,800,419,217,65,4,64,15,0
39,VASLUI,"ȘCOALA GIMNAZIALĂ PRIBEȘTI",244,CODĂEŞTI,163002,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:59:25",944,936,0,3,5,441,433,0,3,5,415,26,1000,559,100,142,7,18,129,19
