precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ” BORDI ANDRÁS ”IDRIFAIA",534,SUPLAC,119661,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:04:50",503,479,3,4,17,406,382,3,4,17,371,11,528,146,20,336,7,4,4
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ” SF.NICOLAE” LASLĂU MARE",535,SUPLAC,119661,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:05:22",295,279,1,7,8,179,163,1,7,8,160,19,330,151,22,7,82,17,32
28,MUREŞ,"ŞCOALA PRIMARĂ LASLĂU MIC",536,SUPLAC,119661,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:39",430,424,0,5,1,159,153,0,5,1,147,12,470,311,25,11,33,60,18
28,MUREŞ,"ȘCOALA PRIMARĂ SUPLAC",533,SUPLAC,119661,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:59:29",606,588,0,2,16,314,296,0,2,16,295,19,648,334,99,150,24,4,18
