precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL BREAZOVA",463,MARGINA,157585,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:46",210,203,1,5,1,140,133,1,5,1,140,0,250,110,27,19,38,50,6
37,TIMIŞ,"CĂMINUL CULTURAL COŞTEIU DE SUS",464,MARGINA,157585,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:41:58",165,158,0,6,1,93,86,0,6,1,87,6,200,107,26,20,11,29,1
37,TIMIŞ,"CĂMINUL CULTURAL GROŞI",465,MARGINA,157585,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:55:24",74,64,0,10,0,44,34,0,10,0,42,2,100,56,9,8,4,20,1
37,TIMIŞ,"CĂMINUL CULTURAL MARGINA",462,MARGINA,157585,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:00:23",928,923,0,4,1,534,530,0,3,1,515,19,979,445,110,76,45,271,13
37,TIMIŞ,"CĂMINUL CULTURAL SINTEŞTI",466,MARGINA,157585,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:07:56",418,411,0,7,0,264,257,0,7,0,257,7,450,186,29,56,12,159,1
