precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL ŞUMAL",218,MARCA,141946,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:10",392,382,0,2,8,276,266,0,2,8,267,9,427,151,103,4,124,21,15
33,SĂLAJ,"ŞCOALA PRIMARĂ LEŞMIR",216,MARCA,141946,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:04:46",302,296,0,6,0,171,165,0,6,0,157,14,345,174,22,97,32,4,2
33,SĂLAJ,"ŞCOALA PRIMARĂ PORŢ",217,MARCA,141946,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:19:47",210,207,0,3,0,141,138,0,3,0,136,5,240,99,52,0,67,12,5
33,SĂLAJ,"SEDIUL PRIMĂRIEI MARCA",215,MARCA,141946,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:56:11",1097,1061,0,7,29,712,676,0,7,29,679,33,1137,425,352,8,274,38,7
