precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
17,DOLJ,"CĂMINUL CULTURAL",230,"AMĂRĂŞTII DE JOS",70637,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:23",1209,1073,1,93,42,870,735,0,93,42,835,35,1184,314,447,222,97,10,59
17,DOLJ,"GRADINITA OCOLNA",232,"AMĂRĂŞTII DE JOS",70637,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:45:39",1071,1059,0,12,0,619,607,0,12,0,417,195,1200,588,77,65,7,263,5
17,DOLJ,"GRĂDINIŢA PRAPOR",233,"AMĂRĂŞTII DE JOS",70637,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:58:26",1080,1011,0,49,20,798,729,0,49,20,768,30,1100,302,389,201,145,10,23
17,DOLJ,"GRADINITA TOSCA",231,"AMĂRĂŞTII DE JOS",70637,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:35:08",991,926,0,43,22,671,606,0,43,22,644,27,1000,324,338,155,107,6,38
