precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIRA EUGEN-PARTIDUL NAȚIONAL LIBERAL-voturi","FRĂTICĂ-DRAGOMIR TUDOR-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NĂSTASE FLORIAN-LIVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","MARIN GHEORGHE-FORȚA DREPTEI-voturi"
3,ARGEŞ,"CĂMIN CULTURAL CIREŞU",284,CĂTEASCA,15233,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:36:22",591,570,1,13,7,391,371,0,13,7,387,4,645,254,67,66,249,5
3,ARGEŞ,"CĂMINUL CULTURAL CĂTANELE",283,CĂTEASCA,15233,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:16:23",865,843,1,18,3,578,557,0,18,3,565,13,911,333,66,139,352,8
3,ARGEŞ,"CĂMINUL CULTURAL CĂTEASCA",282,CĂTEASCA,15233,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:07:20",700,673,4,18,5,480,457,0,18,5,468,12,750,270,134,53,257,24
3,ARGEŞ,"CĂMINUL CULTURAL GRUIU",285,CĂTEASCA,15233,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:26:50",539,521,0,10,8,370,352,0,10,8,361,9,590,220,88,70,198,5
3,ARGEŞ,"CĂMINUL CULTURAL SILIŞTEA",286,CĂTEASCA,15233,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:58:25",403,388,0,10,5,280,265,0,10,5,271,9,445,165,65,49,155,2
