precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
8,BRAŞOV,"CAMINUL CULTURAL CINCSOR",459,VOILA,42307,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:41:50",657,637,5,7,8,366,348,3,7,8,358,8,670,304,143,59,47,50,59
8,BRAŞOV,"CAMINUL CULTURAL DRIDIF",460,VOILA,42307,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:46",392,373,1,14,4,255,237,0,14,4,249,6,400,145,11,104,79,10,45
8,BRAŞOV,"CAMINUL CULTURAL LUDISOR",461,VOILA,42307,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:12:36",172,158,0,14,0,117,103,0,14,0,116,1,200,83,11,53,38,2,12
8,BRAŞOV,"CAMINUL CULTURAL SAMBATA DE JOS",462,VOILA,42307,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:42",432,408,1,12,11,271,248,0,12,11,260,11,450,179,35,64,40,97,24
8,BRAŞOV,"CĂMINUL CULTURAL VOILA",458,VOILA,42307,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:48",594,581,0,4,9,361,348,0,4,9,340,21,681,320,135,85,57,43,20
8,BRAŞOV,"CAMINUL CULTURAL VOIVODENII MARI",463,VOILA,42307,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:13",379,342,1,28,8,282,246,0,28,8,276,6,400,118,40,107,40,10,79
