precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MATEUCĂ SILVIU-COSMIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ZLOTEA SEVASTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IORDACHE SIMONA-COSTINELA-PARTIDUL NAȚIONAL LIBERAL-voturi","VĂTAU CORNEL-PARTIDUL S.O.S. ROMÂNIA-voturi"
17,DOLJ,"LOCAL PRIMĂRIE",390,LIPOVU,72953,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:12:52",924,885,0,23,16,433,394,0,23,16,413,20,1000,567,317,26,62,8
17,DOLJ,"SCOALA GIMNAZIALA CLASELE I-VIII PETRE MANARCESCU",389,LIPOVU,72953,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:46:18",1465,1395,0,36,34,649,579,0,36,34,625,24,1429,780,387,91,141,6
17,DOLJ,"SCOALA PRIMARA CLSELE I-VIII",391,LIPOVU,72953,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:30:00",165,147,0,15,3,93,75,0,15,3,86,7,200,107,47,15,22,2
