precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IŞTOC PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","LEGHEDE ANGELICA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROCA ADRIANA-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMA DANIEL-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","HODOROG MONICA-ŞTEFANIA-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALEXOF GEORGE-CAROL-DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI-voturi","GHERFI GABRIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BENCHEA VICTOR-voturi"
4,BACĂU,"SCOALA NR.1 CLEJA",305,CLEJA,21855,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:34",1461,1453,2,3,3,592,584,2,3,3,567,25,1600,1008,135,121,49,21,123,88,29,1
4,BACĂU,"ŞCOALA NR.1 CLEJA",304,CLEJA,21855,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:47:20",855,848,3,3,1,324,319,1,3,1,296,27,900,576,62,63,11,9,65,73,11,2
4,BACĂU,"ŞCOALA NR.2 CLEJA",306,CLEJA,21855,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:06:54",1495,1490,1,2,2,624,620,0,2,2,607,17,1600,976,186,78,32,29,115,93,67,7
4,BACĂU,"ŞCOALA SOMUŞCA",307,CLEJA,21855,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:36:16",1178,1170,3,5,0,498,490,3,5,0,454,44,1300,800,129,44,59,15,62,83,35,27
4,BACĂU,"ŞCOALA VALEA MICĂ",308,CLEJA,21855,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:19",572,570,0,2,0,243,241,0,2,0,226,17,604,361,56,37,31,8,16,17,60,1
