precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ŢUCĂ MARIAN-LAURENŢIU-voturi"
7,BOTOŞANI,"CENTRUL CULTURAL BUCECEA",109,"ORAŞ BUCECEA",36453,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:04:04",1618,1611,0,5,2,738,731,0,5,2,702,36,1697,959,78,96,401,127
7,BOTOŞANI,"SCOALA CALINESTI",111,"ORAŞ BUCECEA",36453,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:27:36",528,523,0,0,5,250,245,0,0,5,239,11,626,376,19,16,191,13
7,BOTOŞANI,"SCOALA NR.1 BUCECEA",108,"ORAŞ BUCECEA",36453,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:11:21",779,754,1,10,14,390,365,1,10,14,374,16,800,410,27,95,216,36
7,BOTOŞANI,"SCOALA NR.2 BUCECEA",110,"ORAŞ BUCECEA",36453,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:56",1551,1532,0,2,17,724,705,0,2,17,697,27,1700,976,42,79,508,68
