precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL ŢUŢURU",253,GRĂDIŞTEA,170346,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:17",1003,913,0,41,49,709,619,0,41,49,687,22,1060,351,511,115,42,19
40,VÂLCEA,"SALA DE SPORT DE LA LICEUL TEORETIC GRĂDIŞTEA",251,GRĂDIŞTEA,170346,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:15:09",352,314,0,22,16,224,186,0,22,16,211,13,360,136,141,46,21,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VALEA GRĂDIŞTEA",254,GRĂDIŞTEA,170346,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:11:15",129,94,0,26,9,110,75,0,26,9,108,2,120,10,100,4,3,1
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII DOBRICEA",252,GRĂDIŞTEA,170346,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:56",629,592,0,14,23,408,371,0,14,23,389,14,650,247,210,91,84,4
