precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUDOR DANIEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","TOMA CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ILIE MARIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STANCU GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","GHIŢĂ VICTOR-CĂTĂLIN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","NEDELEA VALENTIN-FORȚA DREPTEI-voturi","MIAUTĂ SANDU-IONUŢ-PARTIDUL S.O.S. ROMÂNIA-voturi"
3,ARGEŞ,"GRĂDINIȚA NR. 1 BASCOV",204,BASCOV,13187,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:01:06",1260,1251,4,3,2,618,615,0,1,2,602,16,1415,797,78,82,101,206,5,95,35
3,ARGEŞ,"ŞCOALA GENERALĂ BASCOV, CLĂDIREA NOUĂ",206,BASCOV,13187,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:15:11",1598,1581,9,4,4,856,848,0,4,4,836,20,1750,894,116,196,66,374,11,54,19
3,ARGEŞ,"ŞCOALA GENERALĂ BASCOV, CLĂDIREA VECHE",205,BASCOV,13187,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:24:02",1958,1940,5,9,4,971,956,2,9,4,940,31,2149,1178,115,172,94,463,12,48,36
3,ARGEŞ,"ŞCOALA GENERALĂ GLÎMBOCU",207,BASCOV,13187,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:56:29",820,811,3,6,0,460,454,0,6,0,452,8,898,438,37,58,57,247,7,24,22
3,ARGEŞ,"ŞCOALA GENERALĂ MICA",208,BASCOV,13187,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:46",486,478,1,7,0,332,325,0,7,0,325,7,528,196,25,15,43,227,0,12,3
3,ARGEŞ,"ŞCOALA GENERALĂ SCHIAU",209,BASCOV,13187,2,PART,PRCNCT,P,P_SV,"2024-06-10 21:57:25",1553,1541,0,7,5,807,795,0,7,5,780,27,1705,898,68,103,131,397,5,59,17
3,ARGEŞ,"ŞCOALA GENERALĂ VALEA URSULUI",210,BASCOV,13187,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:02:38",1581,1574,4,2,1,882,879,0,2,1,875,7,1746,864,46,63,186,538,3,23,16
