precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"GRĂDINIŢA NR.1 TELEGA",589,TELEGA,135789,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:57:03",1079,1064,1,11,3,656,642,0,11,3,640,16,1200,544,293,32,60,119,119,17
31,PRAHOVA,"SCOALA GENERALA NR.2 TELEGA-VALE",588,TELEGA,135789,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:30",1370,1354,0,11,5,820,804,0,11,5,805,15,1500,680,385,55,50,212,93,10
31,PRAHOVA,"ŞCOALA GIMNAZIALA NR.1 TELEGA",587,TELEGA,135789,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:35:35",1050,1040,1,7,2,586,577,0,7,2,556,30,1100,514,195,47,87,103,99,25
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ SAT BUŞTENARI",590,TELEGA,135789,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:27:42",467,462,0,5,0,218,213,0,5,0,214,4,500,282,105,19,25,46,16,3
31,PRAHOVA,"SCOALA PRIMARA SAT MELICEŞTI",591,TELEGA,135789,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:08:01",359,354,0,4,1,216,211,0,4,1,213,3,400,184,68,10,15,90,27,3
