precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OANCEA MARIAN-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","HURLUP GABRIEL-NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","DRAGOMIR FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CONSTANTIN CLAUDIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"CLĂDIRE CĂMIN CULTURAL SAT LOPĂTARI",259,LOPĂTARI,47186,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:25:55",845,812,0,3,30,606,573,0,3,30,593,13,930,324,320,65,4,204
10,BUZĂU,"ȘCOALA GIMNAZIALĂ PLAIUL NUCULUI",261,LOPĂTARI,47186,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:49:28",531,516,0,2,13,359,346,0,2,11,355,4,571,212,136,45,4,170
10,BUZĂU,"ŞCOALA PRIMARĂ SAT LUNCILE",260,LOPĂTARI,47186,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:53:18",606,578,0,9,19,416,388,0,9,19,401,15,660,244,129,58,3,211
10,BUZĂU,"ŞCOALA PRIMARĂ SAT PLOŞTINA",262,LOPĂTARI,47186,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:47:41",376,364,0,6,6,249,237,0,6,6,239,10,400,151,36,9,1,193
10,BUZĂU,"ȘCOALA PRIMARĂ TERCA",263,LOPĂTARI,47186,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:19:56",315,304,0,6,5,200,189,0,6,5,192,8,330,130,55,17,2,118
