precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA ELECTORALĂ PNL - PUSL-voturi"
37,TIMIŞ,"CAMIN CULTURAL UNIP",537,"SACOŞU TURCESC",158449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:20:22",208,195,0,12,1,133,120,0,12,1,125,8,209,76,40,61,0,7,17
37,TIMIŞ,"CĂMINUL CULTURAL ICLODA",533,"SACOŞU TURCESC",158449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:36:55",268,234,0,24,10,183,149,0,24,10,176,7,270,87,34,87,1,30,24
37,TIMIŞ,"CLADIREA COMUNEI SACOSU TURCESC ( FOSTA SCOALA PRIMARA STAMORA ROMANA )",535,"SACOŞU TURCESC",158449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:15:26",243,222,0,19,2,141,120,0,19,2,133,8,300,159,46,47,4,15,21
37,TIMIŞ,"SCOALA GIMNAZIALA SACOSU TURCESC",531,"SACOŞU TURCESC",158449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:42:27",942,823,3,97,19,680,564,0,97,19,659,21,850,170,45,374,8,29,203
37,TIMIŞ,"ŞCOALA GIMNAZIALA ULIUC",536,"SACOŞU TURCESC",158449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:23:07",634,619,0,11,4,369,354,0,11,4,341,28,675,306,61,145,7,60,68
37,TIMIŞ,"ŞCOALA PRIMARA BERINI",532,"SACOŞU TURCESC",158449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:51:03",450,419,0,31,0,265,234,0,31,0,225,40,450,185,33,96,6,13,77
37,TIMIŞ,"ŞCOALA PRIMARA OTVESTI",534,"SACOŞU TURCESC",158449,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:49",311,287,1,17,6,187,164,0,17,6,178,9,350,163,52,49,54,10,13
