precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CHIRIAC LILIANA-voturi","STOIAN PETRICĂ-voturi","LUNGU CĂTĂLIN-voturi","CONSTANTIN LUCIAN-voturi"
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”I.C. BRĂTIANU” NICOLAE BĂLCESCU",500,"NICOLAE BĂLCESCU",62440,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:22:01",1399,1353,1,21,24,856,811,0,21,24,824,32,1488,632,50,455,145,93,12,3,5,61
14,CONSTANŢA,"LICEUL TEHNOLOGIC ”I.C. BRĂTIANU” NICOLAE BĂLCESCU",501,"NICOLAE BĂLCESCU",62440,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:56:55",1461,1432,1,11,17,944,916,0,11,17,886,30,1582,666,46,472,168,119,8,8,0,65
14,CONSTANŢA,"ȘCOALA GIMNAZIALA NR. 1 DOROBANȚU",502,"NICOLAE BĂLCESCU",62440,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:27",1523,1506,0,5,12,949,932,0,5,12,864,57,1678,757,49,382,181,119,25,24,55,29
