precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","TUFĂNOIU CRISTINA-voturi"
41,VRANCEA,"CĂMIN CULTURAL SAT SPINEȘTI",357,VRÂNCIOAIA,178750,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:18:47",624,595,0,4,25,337,308,0,4,25,313,24,656,319,35,278,0
41,VRANCEA,"SALA DE FESTIVITĂŢI MUNCEI",355,VRÂNCIOAIA,178750,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:29:05",531,504,0,2,25,312,287,0,2,23,299,13,581,269,49,247,3
41,VRANCEA,"SALA DE ŞEDINŢE ŞI WORKSHOP",354,VRÂNCIOAIA,178750,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:13:51",495,474,1,5,15,275,255,0,5,15,247,23,525,255,55,177,15
41,VRANCEA,"ŞCOALA PRIMARĂ POIANA - SALA GRĂDINIȚEI",356,VRÂNCIOAIA,178750,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:24:17",672,540,0,108,24,474,342,0,108,24,447,27,595,121,342,89,16
