precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIOCEA ION-PARTIDUL SOCIAL DEMOCRAT-voturi","PĂTRULESCU CORNEL-LIVIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STOENESCU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","POPA IULIUS-CLAUDIU-UNIUNEA SALVAȚI ROMÂNIA-voturi"
20,GORJ,"LICEUL TEHNOLOGIC BUSTUCHIN",174,BUSTUCHIN,79406,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:28:30",908,884,0,17,7,611,587,0,17,7,584,27,900,289,346,39,137,62
20,GORJ,"ŞCOALA GENERALĂ POIANA-SECIURI",175,BUSTUCHIN,79406,2,PART,PRCNCT,P,P_SV,"2024-06-12 20:51:28",710,675,1,21,13,488,466,1,8,13,465,23,800,312,286,12,161,6
20,GORJ,"ŞCOALA PRIMARĂ POIENIŢA",176,BUSTUCHIN,79406,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:15",318,297,0,13,8,233,212,0,13,8,221,12,400,167,162,11,30,18
20,GORJ,"ŞCOALA PRIMARĂ POJARU",177,BUSTUCHIN,79406,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:39:40",398,381,0,10,7,231,214,0,10,7,223,8,400,169,147,7,63,6
20,GORJ,"ŞCOALA PRIMARĂ VALEA POJARULUI",178,BUSTUCHIN,79406,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:52",344,325,0,15,4,226,207,0,15,4,216,10,395,169,144,5,59,8
