precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
4,BACĂU,"CĂMINUL CULTURAL COȘNEA",233,AGĂŞ,21007,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:23:41",332,326,0,6,0,165,159,0,6,0,153,12,400,235,27,93,27,1,0,5
4,BACĂU,"CONSILIUL LOCAL AGĂŞ",232,AGĂŞ,21007,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:34:05",1245,1231,0,12,2,652,638,0,12,2,631,21,1300,648,228,307,3,41,7,45
4,BACĂU,"ŞCOALA CU CLASELE I-IV COTUMBA",234,AGĂŞ,21007,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:59:05",836,828,1,6,1,373,366,0,6,1,357,16,900,527,104,206,3,31,2,11
4,BACĂU,"ŞCOALA GENERALĂ GOIOASA",235,AGĂŞ,21007,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:31:07",664,661,0,2,1,321,318,0,2,1,311,10,700,379,71,185,1,39,9,6
4,BACĂU,"ŞCOALA GENERALĂ PRELUCI",236,AGĂŞ,21007,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:24:21",989,984,1,4,0,574,570,0,4,0,556,18,1100,526,96,361,2,42,49,6
4,BACĂU,"ŞCOALA GENERALĂ SULŢA",237,AGĂŞ,21007,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:48:34",798,790,1,7,0,424,417,0,7,0,405,19,900,476,153,177,1,28,7,39
