precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"BAZA SPORTIVĂ STREJNICU",577,"TÂRGŞORU VECHI",130892,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:07:12",1877,1863,2,8,4,1009,997,0,8,4,954,55,2000,991,50,375,229,15,114,171
31,PRAHOVA,"CĂMINUL CULTURAL STREJNICU",580,"TÂRGŞORU VECHI",130892,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:18:04",1165,1150,1,13,1,637,623,0,13,1,616,21,1200,563,59,258,113,6,50,130
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL STREJNICU",578,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:02:31",1449,1436,0,11,2,748,735,0,11,2,712,36,1600,852,59,304,216,15,42,76
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL TÎRGŞORU VECHI",583,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:53:04",998,985,1,9,3,558,546,0,9,3,497,26,1100,564,18,128,83,20,18,230
31,PRAHOVA,"ŞCOALA GENERALĂ CU CLASELE I-IV STĂNCEŞTI",581,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:33:29",844,838,1,5,0,406,401,0,5,0,393,13,925,519,34,155,65,13,38,88
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ STREJNICU",579,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 13:47:46",1861,1853,0,5,3,976,968,0,5,3,937,36,2000,1024,74,280,287,17,102,177
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TIRGŞORU VECHI",582,"TÂRGŞORU VECHI",130892,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:41:36",1095,1082,1,12,0,590,578,0,12,0,564,26,1218,628,49,140,53,19,21,282
