precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","TOTPAL MIHAI-MIRCEA-voturi"
31,PRAHOVA,"COLEGIUL ION KALINDERU",218,"ORAŞ BUŞTENI",131210,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:46:27",880,864,2,12,2,553,539,0,12,2,535,18,962,409,107,175,132,27,12,73,9
31,PRAHOVA,"GRĂDINIŢA CU PP SI PN ”FRAM - URSUL POLAR”",221,"ORAŞ BUŞTENI",131210,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:03:41",555,547,0,8,0,324,316,0,8,0,318,6,645,321,52,125,81,18,8,30,4
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CEZAR PETRESCU”",224,"ORAŞ BUŞTENI",131210,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:37:21",1231,1218,0,9,4,752,739,0,9,4,724,24,1316,568,173,266,145,28,11,83,18
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CEZAR PETRESCU”",225,"ORAŞ BUŞTENI",131210,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:00:02",802,799,1,2,0,480,478,0,2,0,457,23,897,417,148,150,68,29,4,43,15
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NESTOR URECHIA”",220,"ORAŞ BUŞTENI",131210,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:11:48",909,888,8,11,2,534,521,0,11,2,519,14,1000,467,100,171,137,22,17,56,16
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”NESTOR URECHIA”",219,"ORAŞ BUŞTENI",131210,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:10:32",922,907,3,4,8,575,563,0,4,8,570,5,1012,437,140,214,102,31,8,62,13
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”REGINA ELISABETA”",223,"ORAŞ BUŞTENI",131210,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:15:42",1261,1240,4,13,4,774,757,0,13,4,745,29,1345,571,183,271,147,41,8,61,34
31,PRAHOVA,"SEDIU FIRMĂ PAZĂ",222,"ORAŞ BUŞTENI",131210,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 20:33:19",1375,1356,2,15,2,872,856,1,15,0,853,19,1457,585,188,389,134,34,19,67,22
