precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GÁSPÁR FERENC-PARTIDUL SOCIAL DEMOCRAT-voturi","KISS AUGUSTIN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ILIA RAFAEL-CRISTIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi"
15,COVASNA,"CĂMINUL CULTURAL NR.1 ZAGON",206,ZAGON,65011,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:57:32",1623,1527,1,23,72,1140,1044,1,23,72,1101,39,1800,660,63,1033,5
15,COVASNA,"CĂMINUL CULTURAL PĂPĂUŢI",208,ZAGON,65011,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:27:24",989,965,2,3,19,601,579,0,3,19,590,11,1100,499,118,360,112
15,COVASNA,"ŞCOALA PRIMARĂ ”GEORGE COŞBUC” ZAGON",207,ZAGON,65011,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:58:36",1475,1456,1,5,13,764,747,0,5,12,699,65,1583,819,197,448,54
