precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",226,ARDUSAT,107001,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:53:50",385,365,1,12,7,217,198,0,12,7,210,7,400,183,58,52,91,4,5
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",225,ARDUSAT,107001,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:40:00",232,219,0,10,3,142,129,0,10,3,140,2,300,158,81,39,10,3,7
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",224,ARDUSAT,107001,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:34:41",1686,1567,0,42,77,1000,881,0,42,77,890,110,1777,776,452,137,97,166,38
