precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TATU RĂZVAN-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANTAL ADRIAN-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","WELTHER COSTEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
34,SIBIU,"FOST SEDIU CAP",223,ALŢINA,143888,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:46",249,238,0,9,2,144,133,0,9,2,130,14,270,126,31,78,21
34,SIBIU,"FOST SEDIU CAP",224,ALŢINA,143888,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:54",118,108,0,6,4,77,67,0,6,4,73,4,120,43,6,56,11
34,SIBIU,"SEDIU PRIMARIA",222,ALŢINA,143888,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:48:18",1110,1059,3,25,23,708,659,1,25,23,684,24,1172,464,251,362,71
