precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","TRICĂ FLORIN-voturi"
19,GIURGIU,"GRĂDINIŢA ”MARIN MOGESCU”",225,ULMI,105623,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:54:28",458,442,0,16,0,458,442,0,16,0,447,11,715,257,51,34,40,234,76,12
19,GIURGIU,"GRADINITA NR.4 GHIONEA",226,ULMI,105623,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:04:18",464,458,0,6,0,308,302,0,6,0,290,18,505,197,42,30,22,116,72,8
19,GIURGIU,"”SCOALA GIMNAZIALA ”NICOLAE LAHOVARY”",230,ULMI,105623,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:48:37",943,936,0,6,1,583,576,0,6,1,551,32,1036,453,134,59,50,178,111,19
19,GIURGIU,"SCOALA GIMNAZIALA ”NICOLAE LAHOVARY",229,ULMI,105623,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:49:54",1015,1006,1,7,1,616,608,0,7,1,585,13,1111,513,178,57,52,187,80,31
19,GIURGIU,"SCOALA GIMNAZIALA NR.1 POENARI",228,ULMI,105623,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:33:37",1105,1090,0,13,2,636,621,0,13,2,626,10,1210,574,127,131,88,158,115,7
19,GIURGIU,"SCOALA PRIMARA NR.2 ICOANA",227,ULMI,105623,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:13:25",890,885,2,3,0,573,570,0,3,0,536,37,976,403,140,96,46,183,59,12
19,GIURGIU,"SCOALA PRIMARA NR.3 ULMI",224,ULMI,105623,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:45:53",591,579,0,9,3,591,579,0,9,3,569,22,1046,455,101,109,39,114,177,29
