precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRU GEORGICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","VASILE CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMITRU IONUŢ-ALEXANDRU-PARTIDUL S.O.S. ROMÂNIA-voturi","CRISTEA GHEORGHE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL VASILAȚI",229,VASILAŢI,105829,1,PART,PRCNCT,P,P_SV,"2024-06-10 16:16:47",1818,1733,0,85,0,1222,1137,0,85,0,1189,33,1913,691,84,745,12,348
12,CĂLĂRAŞI,"ȘCOALA CONSTANTIN BRÂNCOVEANU, LOCALUL CU ETAJ",228,VASILAŢI,105829,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:19:53",969,895,0,50,24,585,511,0,50,24,568,17,980,395,160,317,22,69
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NUCI",230,VASILAŢI,105829,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:55:03",304,277,0,19,8,195,168,0,19,8,182,13,308,113,20,109,2,51
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ POPEȘTI",231,VASILAŢI,105829,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:25:09",279,259,0,15,5,159,139,0,15,5,153,6,276,117,11,93,7,42
