precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STANCIU VASILE-GEORGE-PARTIDUL SOCIAL DEMOCRAT-voturi","ISTRATE MARIUS-FLORIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MARICA MARIUS-ION-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"GRADINITA DE COPII SOIMESTI",367,CEPTURA,132510,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:39",568,563,0,2,3,308,303,0,2,3,298,10,600,292,244,39,15
31,PRAHOVA,"SCOALA CU CLASELE I - IV",365,CEPTURA,132510,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:31:30",118,108,0,9,1,60,50,0,9,1,60,0,200,140,52,8,0
31,PRAHOVA,"SCOALA CU CLASELE I-VIII ”NICHITA STANESCU” CEPTURA",363,CEPTURA,132510,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:18",908,904,0,2,2,458,454,0,2,2,447,11,1003,545,342,82,23
31,PRAHOVA,"SCOALA CU CLASELE I-VIII ”NICHITA STANESCU” CEPTURA",362,CEPTURA,132510,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:05",922,920,0,2,0,496,494,0,2,0,473,23,1003,507,344,107,22
31,PRAHOVA,"SCOALA CU CLASELE I - VIII ROTARI",366,CEPTURA,132510,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:20",587,582,0,4,1,287,282,0,4,1,281,6,600,313,248,28,5
31,PRAHOVA,"SEDIUL SERVICIULUI PUBLIC DE GOSPODARIE COMUNALA CEPTURA",364,CEPTURA,132510,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:15:16",480,476,0,4,0,247,243,0,4,0,242,5,500,253,209,31,2
