precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LUCHIN SAŞA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PETREAN BOGDAN-MARIUS-ALIANȚA ELECTORALĂ PSD PNL-voturi","STOIANOV PAIA-FORȚA DREPTEI-voturi"
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",561,"SÂNPETRU MARE",158733,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:28",961,943,0,3,15,507,489,0,3,15,485,22,1021,514,174,268,43
37,TIMIŞ,"PRIMĂRIA COMUNEI SÂNPETRU MARE",562,"SÂNPETRU MARE",158733,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:36",868,849,1,1,17,475,456,1,1,17,456,19,1000,525,116,276,64
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ ACADEMICIAN PROFESOR DOCTOR MUNTEANU IOAN IGRIȘ",563,"SÂNPETRU MARE",158733,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:07",951,918,2,3,28,603,571,1,3,28,594,9,1020,417,261,301,32
