precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHIUR IONEL-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","ANTOHI STERICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","MUNTEANU ŞTEFAN-CRISTIAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA, DOCANI",520,VINDEREI,166770,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:40:12",467,439,0,7,21,224,196,0,7,21,211,13,512,288,175,16,20
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1, VINDEREI",518,VINDEREI,166770,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:24:42",679,666,0,7,6,343,330,0,7,6,330,13,746,403,273,53,4
39,VASLUI,"ŞCOALA GIMNAZIALA OBIRSENI",522,VINDEREI,166770,3,PART,PRCNCT,P,P_SV,"2024-06-10 10:17:06",649,631,0,7,11,295,277,0,7,11,279,16,711,416,235,30,14
39,VASLUI,"ŞCOALA PRIMARA, BRADESTI",519,VINDEREI,166770,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:16:08",394,380,0,7,7,208,194,0,7,7,202,6,431,223,169,22,11
39,VASLUI,"ŞCOALA PRIMARA DOCANEASA",521,VINDEREI,166770,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:59:47",357,350,0,3,4,178,171,0,3,4,168,10,400,222,145,12,11
39,VASLUI,"ŞCOALA PRIMARA VALEA LUNGĂ",523,VINDEREI,166770,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:57",394,390,0,3,1,143,139,0,3,1,136,7,402,259,110,19,7
