precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DIACONU NELU-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUJOR IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ŢIFREA DOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","BLIDARU MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
4,BACĂU,"CAMINUL CULTURAL BOGATA",331,DOFTEANA,22380,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:28:44",692,677,1,8,6,360,345,1,8,6,345,15,800,440,9,299,19,18
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-IV SEACA",336,DOFTEANA,22380,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:36",370,357,1,8,4,216,204,0,8,4,210,6,400,184,15,160,19,16
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-IV ŞTEFAN VODĂ",337,DOFTEANA,22380,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:54",835,818,0,10,7,451,434,0,10,7,436,15,900,449,21,348,44,23
4,BACĂU,"SCOALA GENERALA CU CLASELE I-VIII CUCUIETI",332,DOFTEANA,22380,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:05",870,831,0,3,36,491,452,0,3,36,469,22,1000,509,17,384,57,11
4,BACĂU,"SCOALA GENERALA CU CLASELE I-VIII CUCUIETI",333,DOFTEANA,22380,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:25:51",1048,1019,0,3,26,554,525,0,3,26,538,16,1100,546,28,411,67,32
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII HĂGHIAC",334,DOFTEANA,22380,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:29:32",1263,1234,3,6,20,660,633,1,6,20,635,25,1400,740,21,481,96,37
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII LARGA",335,DOFTEANA,22380,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:05:35",1055,1025,0,3,27,626,596,0,3,27,589,28,1100,483,12,531,25,21
4,BACĂU,"SCOALA SCARLAT LONGHIN DOFTEANA",329,DOFTEANA,22380,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:12",1618,1596,0,1,21,794,772,0,1,21,766,28,1700,906,70,565,82,49
4,BACĂU,"SCOALA SCARLAT LONGHIN DOFTEANA",330,DOFTEANA,22380,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:59",1176,1136,1,19,20,552,527,0,5,20,538,14,1200,648,42,391,74,31
