precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PĂUN GHEORGHE-ALIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MUNTEANU CRISTINA-PARTIDUL SOCIAL DEMOCRAT-voturi","COŞEREA RĂZVAN-MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","COSTEA NICOLETA-AMALIA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"CĂMIN CULTURAL(ATENEU SĂTESC)",343,PRUNDENI,172457,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:39:43",1180,1146,0,33,1,685,651,0,33,1,647,38,1260,575,15,393,234,5
40,VÂLCEA,"ȘCOALA BĂRBUCENI",344,PRUNDENI,172457,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:27:58",887,863,0,12,12,484,460,0,12,12,473,11,970,486,14,323,123,13
40,VÂLCEA,"ȘCOALA CĂLINA",345,PRUNDENI,172457,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:24:39",1137,1104,0,29,4,645,612,0,29,4,617,28,1220,575,66,305,219,27
