precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SÂRBILOR DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",25,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:07:14",1270,1248,8,14,0,537,523,0,14,0,522,15,1410,873,79,31,13,107,145,18,14,101,14
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",30,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:00:09",1371,1341,21,8,1,567,558,0,8,1,548,19,1520,953,68,19,12,120,159,22,32,100,16
2,ARAD,"ȘCOALA GIMNAZIALĂ „CAIUS IACOB” (FOSTA ŞCOALĂ GENERALĂ NR. 22)",27,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:23",1288,1274,7,5,2,576,569,0,5,2,565,11,1440,864,104,27,17,124,147,20,15,104,7
2,ARAD,"ŞCOALA GIMNAZIALĂ „ILARION FELEA” (FOSTA ŞCOALĂ GENERALĂ NR. 8)",73,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:35",1401,1389,3,7,2,315,306,0,7,2,302,13,1540,1225,81,7,3,122,34,21,3,25,6
2,ARAD,"ŞCOALA GIMNAZIALĂ ”IOSIF MOLDOVAN” (FOSTA ŞCOALA GENERALĂ NR. 3)",84,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:25:40",1845,1817,17,11,0,641,630,0,11,0,605,25,1970,1340,92,83,10,120,125,20,19,124,12
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",81,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:00:43",1089,1080,0,8,1,484,475,0,8,1,466,18,1230,744,63,21,6,109,121,22,17,96,11
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",80,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:12:57",1148,1138,2,8,0,424,416,0,8,0,409,15,1290,866,60,17,3,94,103,21,15,86,10
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",79,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:24:55",1556,1533,17,6,0,592,586,0,6,0,573,19,1650,1057,101,80,7,88,130,0,21,125,21
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",82,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:01:47",1253,1242,3,8,0,502,494,0,8,0,484,18,1390,888,64,41,9,102,102,19,25,108,14
2,ARAD,"ŞCOALA GIMNAZIALĂ „IOSIF MOLDOVAN” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",83,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:31",1498,1462,27,8,1,486,477,0,8,1,478,8,1670,1183,69,96,9,96,79,24,12,84,9
2,ARAD,"ŞCOALA GIMNAZIALĂ ”IOSIF MOLDOVAN” (FOSTA ȘCOALĂ GENERALĂ NR. 3)",85,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:09:49",1417,1409,0,8,0,478,470,0,8,0,451,27,1630,1152,79,33,13,90,107,28,17,75,9
2,ARAD,"ŞCOALA GIMNAZIALĂ „MIHAI EMINESCU” (FOSTA ŞCOALĂ GENERALĂ NR. 1)",90,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 21:12:57",1355,1294,37,12,12,542,518,0,12,12,519,17,1570,1030,78,81,8,108,95,21,24,94,10
2,ARAD,"ȘCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU” (FOSTA ŞCOALĂ GENERALĂ NR.11)",49,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:17:28",1520,1492,19,9,0,487,478,0,9,0,477,10,1630,1143,71,54,2,106,112,29,29,65,9
2,ARAD,"ȘCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU” (FOSTA ŞCOALĂ GENERALĂ NR.11)",50,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:42:59",1160,1153,2,5,0,403,398,0,5,0,389,14,1280,877,62,27,20,94,78,26,9,60,13
2,ARAD,"ȘCOALA GIMNAZIALĂ „NICOLAE BĂLCESCU” (FOSTA ŞCOALĂ GENERALĂ NR.11)",48,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:55:13",1571,1556,5,10,0,583,573,0,10,0,556,26,1710,1128,72,76,14,112,115,26,16,116,9
2,ARAD,"ŞCOALA GIMNAZIALĂ „REGINA MARIA” (FOSTA ŞCOALĂ GENERALĂ NR. 12)",23,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:15:19",1199,1186,4,9,0,419,410,0,9,0,406,13,1300,881,69,36,10,89,83,16,15,78,10
2,ARAD,"ŞCOALA GIMNAZIALĂ „REGINA MARIA” (FOSTA ŞCOALĂ GENERALĂ NR. 12)",24,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:37:09",1278,1262,3,13,0,550,537,0,13,0,531,19,1430,880,68,44,9,118,120,15,20,125,12
2,ARAD,"ŞCOALA GIMNAZIALĂ „REGINA MARIA” (FOSTA ŞCOALĂ GENERALĂ NR. 12)",22,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:22:37",1326,1312,4,9,1,508,498,0,9,1,497,11,1490,982,63,40,8,126,90,19,18,125,8
2,ARAD,"SPITALUL CLINIC JUDEȚEAN ARAD – SECȚIA CLINICĂ ORL (SALA DE ȘEDINȚE)",3,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:28",1110,1046,12,13,39,480,427,1,13,39,466,12,1260,782,63,55,12,113,83,9,17,99,15
2,ARAD,"STAȚIUNEA DE CERCETARE - DEZVOLTARE PENTRU CREȘTEREA BOVINELOR ARAD",88,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:31:23",348,305,1,7,35,131,89,0,7,35,125,6,410,279,20,8,3,47,30,6,2,7,2
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",17,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:16:01",1534,1511,17,5,1,599,593,0,5,1,587,12,1620,1021,73,35,12,119,155,22,19,135,17
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",20,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:09:52",1252,1235,10,7,0,474,467,0,7,0,457,17,1370,896,65,20,6,103,129,11,16,93,14
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",18,"MUNICIPIUL ARAD",9262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:10:43",1267,1255,4,8,0,556,548,0,8,0,547,9,1400,844,57,24,6,128,135,10,16,151,20
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",19,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:57:15",1125,1118,0,7,0,493,486,0,7,0,483,10,1240,747,63,29,5,132,111,12,15,107,9
