precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORUMUL CEHILOR DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
11,CARAŞ-SEVERIN,"CAMININUL CULTURAL-STANCILOVA DE JOS",332,"ŞOPOTU NOU",54163,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:30:16",89,78,0,8,3,76,65,0,8,3,74,2,84,8,17,9,19,22,1,2,0,4
11,CARAŞ-SEVERIN,"CAMINNUL CULTURAL STANCILOVA DE SUS",333,"ŞOPOTU NOU",54163,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:45:12",124,108,0,10,6,105,89,0,10,6,101,4,123,18,19,3,36,21,2,9,1,10
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL-RAVENSCA",330,"ŞOPOTU NOU",54163,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:35:19",111,103,1,7,0,46,39,0,7,0,42,4,114,68,1,0,2,6,0,1,31,1
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL ȘOPOTU NOU",329,"ŞOPOTU NOU",54163,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:13",287,255,0,16,16,212,180,0,16,16,202,10,277,65,14,2,73,42,33,22,4,12
11,CARAŞ-SEVERIN,"CASA PARTICULARĂ NR.5",331,"ŞOPOTU NOU",54163,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:40:32",99,90,0,7,2,79,70,0,7,2,79,0,98,19,1,1,60,7,1,5,2,2
11,CARAŞ-SEVERIN,"ȘCOALA VALEA ROȘIE",334,"ŞOPOTU NOU",54163,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:17:21",208,192,0,9,7,182,166,0,9,7,171,0,211,29,3,9,67,52,13,5,3,19
