precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PREDESCU ANA-LOREDANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","KIRSCH GABRIEL-FRANCISC-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PATRAŞCU LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","VEŞTEA ADRIAN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","FLORESCU GABRIEL-PARTIDUL S.O.S. ROMÂNIA-voturi","DARĂU AMBROZIE-IRINEU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"GRUP ŞCOLAR INDUSTRIAL VICTOR JINGA",243,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:33:32",1017,1006,0,10,1,397,386,0,10,1,387,10,1095,698,44,14,132,136,14,47
8,BRAŞOV,"LICEUL ”ANDREI MUREŞANU”",6,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:30:54",1370,1327,22,6,15,615,595,0,6,14,589,23,1500,888,39,44,65,229,16,196
8,BRAŞOV,"LICEUL ”ANDREI MUREŞANU”",5,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:23",1338,1294,12,12,20,664,631,1,12,20,645,19,1400,736,45,33,91,236,25,215
8,BRAŞOV,"LICEUL CU PROGRAM SPORTIV",121,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:02",1167,1159,2,6,0,546,540,0,6,0,514,32,1300,706,40,34,95,202,12,131
8,BRAŞOV,"LICEUL CU PROGRAM SPORTIV",122,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:43",1347,1339,3,5,0,601,596,0,5,0,571,30,1500,899,39,24,108,243,20,137
8,BRAŞOV,"LICEUL CU PROGRAM SPORTIV",123,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:06:05",1312,1307,2,3,0,581,578,0,3,0,576,5,1500,919,39,17,96,246,19,159
8,BRAŞOV,"LICEUL CU PROGRAM SPORTIV",120,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:12:56",999,993,4,2,0,433,431,0,2,0,411,22,1100,667,33,24,49,157,11,137
8,BRAŞOV,"LICEUL CU PROGRAM SPORTIV",119,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:47",1413,1407,0,6,0,729,723,0,6,0,694,35,1600,871,35,48,120,280,19,192
8,BRAŞOV,"LICEUL DE ARTE PLASTICE „HANS MATTIS-TEUTSCH”",70,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:04:48",1227,1209,4,14,0,615,601,0,14,0,590,25,1300,685,37,28,73,145,15,292
8,BRAŞOV,"LICEUL DE ARTE PLASTICE „HANS MATTIS-TEUTSCH”",72,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:02",1395,1387,3,5,0,681,675,1,5,0,661,20,1500,819,37,26,99,252,30,217
8,BRAŞOV,"LICEUL DE ARTE PLASTICE „HANS MATTIS-TEUTSCH”",71,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:17:48",1552,1537,4,10,1,695,684,0,10,1,670,25,1700,1005,46,24,99,265,28,208
8,BRAŞOV,"LICEUL DE MUZICĂ ”TUDOR CIORTEA”",27,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:40:20",1245,1210,16,10,9,599,580,0,10,9,590,9,1300,698,42,37,49,253,4,205
8,BRAŞOV,"LICEUL GEORGE MOROIANU",238,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:11",1759,1747,0,10,2,896,884,0,10,2,879,12,1900,997,40,302,114,306,16,101
8,BRAŞOV,"LICEUL GEORGE MOROIANU CORPUL C",234,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:55",1604,1594,3,7,0,911,904,0,7,0,899,12,1800,889,34,411,111,243,21,79
8,BRAŞOV,"LICEUL GEORGE MOROIANU CORPUL C",235,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:01:22",1463,1452,2,9,0,690,681,0,9,0,673,17,1600,910,45,121,145,228,17,117
8,BRAŞOV,"LICEUL TEHNOLOGIC „AUREL VIJOLI”",222,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:39",1354,1343,0,7,4,452,441,0,7,4,385,67,1500,1048,53,12,164,58,74,24
8,BRAŞOV,"LICEUL TEHNOLOGIC „AUREL VIJOLI”",223,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:41",1102,1089,0,11,2,454,441,0,11,2,352,101,1200,747,82,4,117,42,88,19
8,BRAŞOV,"LICEUL TEHNOLOGIC MALAXA",292,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:18:22",1003,996,2,5,0,416,411,0,5,0,392,24,1100,684,55,4,160,115,31,27
8,BRAŞOV,"LICEUL TEHNOLOGIC SILVIC ”DOCTOR NICOLAE RUCĂREANU”",100,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:54:58",1366,1355,5,6,0,617,611,0,6,0,589,28,3000,2383,45,23,120,217,19,165
8,BRAŞOV,"LICEUL TEHNOLOGIC SILVIC ”DOCTOR NICOLAE RUCĂREANU”",98,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:03",1270,1260,1,8,1,584,575,0,8,1,555,29,1400,816,37,19,91,207,35,166
8,BRAŞOV,"LICEUL TEHNOLOGIC SILVIC ”DOCTOR NICOLAE RUCĂREANU”",97,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:27",1009,997,6,5,1,452,446,0,5,1,429,23,1100,648,29,21,66,175,20,118
8,BRAŞOV,"LICEUL TEHNOLOGIC SILVIC ”DOCTOR NICOLAE RUCĂREANU”",99,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:20",848,845,0,3,0,388,385,0,3,0,380,8,1000,612,20,26,74,148,18,94
8,BRAŞOV,"LICEUL TEOLOGIC ORTODOX ”SF. CONSTANTIN BRÂNCOVEANU”",225,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:19",1609,1600,2,7,0,491,484,0,7,0,465,26,1800,1309,70,6,182,106,44,57
8,BRAŞOV,"LICEUL TEOLOGIC ORTODOX ”SF. CONSTANTIN BRÂNCOVEANU”",224,"MUNICIPIUL FĂGĂRAŞ",40278,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:54",1775,1768,1,5,1,541,535,0,5,1,517,24,2000,1459,51,12,220,121,28,85
8,BRAŞOV,"LICEUL TEORETIC",203,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:33",1274,1264,2,8,0,600,592,0,8,0,573,27,1400,800,43,4,186,236,36,68
8,BRAŞOV,"LICEUL TEORETIC I.C. DRĂGUȘANU",276,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:59:36",1556,1540,3,12,1,631,616,2,12,1,583,15,1700,1069,50,3,194,103,16,217
8,BRAŞOV,"LICEUL TEORETIC MIHAIL SAULESCU",254,"ORAŞ PREDEAL",40303,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:02",910,889,2,11,8,521,500,2,11,8,495,26,1000,479,37,2,126,254,21,55
8,BRAŞOV,"LICEUL TEORETIC MIHAIL SĂULESCU",255,"ORAŞ PREDEAL",40303,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:04:05",1150,1129,4,3,14,657,639,1,3,14,613,44,1200,543,38,12,182,245,41,95
8,BRAŞOV,"LICEUL TEORETIC M.I.MEŢIANU - CORP B",283,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:20",1586,1575,0,9,2,802,791,0,9,2,769,33,1700,898,94,4,316,284,25,46
8,BRAŞOV,"LICEUL TEORETIC M.I.MEŢIANU - CORP B",282,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:39:36",1353,1346,1,6,0,780,774,0,6,0,753,27,1500,720,60,6,260,335,27,65
8,BRAŞOV,"LICEUL TEORETIC PETRU RAREȘ FELDIOARA",343,FELDIOARA,40955,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:30",1369,1358,0,8,3,836,825,0,8,3,802,34,1500,664,130,14,44,542,14,58
8,BRAŞOV,"LICEUL TEORETIC PETRU RAREȘ FELDIOARA",344,FELDIOARA,40955,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:27",1214,1208,0,2,4,662,656,0,2,4,542,120,1300,638,80,7,71,353,13,18
8,BRAŞOV,"LICEU ZAJZONI RAB ISTVAN",233,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:40",1641,1612,0,29,0,756,727,0,29,0,727,27,1800,1046,45,234,92,230,12,114
8,BRAŞOV,"LOCAȚIA KREDENT",350,HĂLCHIU,41033,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:08",1620,1602,2,15,1,945,929,0,15,1,896,49,1800,855,123,26,117,458,35,137
8,BRAŞOV,"PAVILION ADMINISTRATIV FABRICA DE ZAHAR BOD",306,BOD,40606,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:01",890,867,2,9,12,456,435,0,9,12,446,10,1000,544,36,54,121,198,12,25
8,BRAŞOV,"PAVILION ADMINISTRATIV FABRICA DE ZAHAR BOD",307,BOD,40606,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:02:04",991,968,2,10,11,539,518,1,10,10,513,26,1100,513,54,33,185,189,16,36
8,BRAŞOV,"PRIMĂRIA BUNEŞTI",316,BUNEŞTI,40704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:43:54",647,644,0,3,0,429,426,0,3,0,382,47,701,272,36,6,92,171,28,49
8,BRAŞOV,"PRIMĂRIA COMUNEI BRAN",308,BRAN,40633,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:33",763,749,2,10,2,517,505,0,10,2,489,28,800,283,42,5,77,324,10,31
8,BRAŞOV,"PRIMĂRIA COMUNEI BUDILA",315,BUDILA,40688,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:53:49",1022,1002,0,15,5,720,700,0,15,5,586,134,1147,427,28,69,112,296,24,57
8,BRAŞOV,"PRIMĂRIA COMUNEI DUMBRĂVIŢA",339,DUMBRĂVIŢA,40928,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:48:30",1618,1608,2,7,1,941,933,0,7,1,892,49,1800,859,61,6,256,254,23,292
8,BRAŞOV,"PRIMĂRIA COMUNEI MOIECIU",386,MOIECIU,41471,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:17:14",1258,1224,3,9,22,895,864,0,9,22,860,35,1300,405,40,1,135,528,23,133
8,BRAŞOV,"PRIMĂRIA COMUNEI MOIECIU",385,MOIECIU,41471,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:42",1082,1075,1,2,4,700,694,0,2,4,665,35,1200,500,40,4,168,382,13,58
8,BRAŞOV,"PRIMĂRIA COMUNEI ȘOARȘ",428,ŞOARŞ,41943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:40",507,492,0,12,3,301,286,0,12,3,270,31,500,199,18,6,61,144,9,32
8,BRAŞOV,"PRIMĂRIA DRĂGUŞ",338,DRĂGUŞ,42480,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:34:41",1016,905,5,63,43,722,614,4,62,42,708,14,999,277,49,2,350,160,12,135
8,BRAŞOV,"PRIMĂRIA GHIMBAV",249,"ORAŞ GHIMBAV",40214,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:55",1478,1468,3,7,0,729,721,1,7,0,704,25,1644,915,71,14,152,329,31,107
8,BRAŞOV,"PRIMARIA VICTORIA",275,"ORAŞ VICTORIA",40465,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:26",1234,1218,0,16,0,552,536,0,16,0,536,16,1352,800,48,4,178,91,21,194
8,BRAŞOV,PRIMĂRIE,419,ŞINCA,41854,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:03:53",725,717,1,7,0,434,427,0,7,0,411,23,800,366,61,5,177,112,33,23
8,BRAŞOV,"SALA DE SPORT",236,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:06",1452,1443,0,9,0,649,640,0,9,0,628,21,1600,951,40,42,198,241,12,95
8,BRAŞOV,"SALA DE SPORT",237,"MUNICIPIUL SĂCELE",40438,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:42:47",1377,1372,1,4,0,655,651,0,4,0,634,21,1500,845,50,48,211,226,31,68
8,BRAŞOV,"SALA DE SPORT",252,"ORAŞ GHIMBAV",40214,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:02",2041,2021,0,19,1,1162,1142,0,19,1,1139,23,2200,1038,66,19,104,641,38,271
8,BRAŞOV,"SALA DE SPORT A LICEULUI TEORETIC MITROPOLIT IOAN MEŢIANU",281,"ORAŞ ZĂRNEŞTI",40492,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:11",1347,1337,0,10,0,736,726,0,10,0,710,26,1500,764,60,6,280,292,23,49
8,BRAŞOV,"ŞCOALA DE ARTE SI MESERII",205,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:21",1512,1501,1,10,0,683,672,1,10,0,622,61,1735,1052,52,10,390,95,43,32
8,BRAŞOV,"ŞCOALA DE ARTE SI MESERII",204,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:30",1058,1043,7,8,0,529,521,0,8,0,508,21,1200,671,35,8,210,186,18,51
8,BRAŞOV,"SCOALA GENERALA",409,"SÂMBĂTA DE SUS",42464,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:56",1365,1311,1,15,38,936,883,0,15,38,878,58,1423,487,83,4,195,510,22,64
8,BRAŞOV,"ȘCOALĂ GENERALĂ",426,"ŞINCA NOUĂ",42449,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:13",231,212,0,16,3,137,118,0,16,3,127,10,215,78,51,1,14,53,2,6
8,BRAŞOV,"ȘCOALĂ GENERALĂ",424,ŞINCA,41854,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:26:00",190,184,0,6,0,128,122,0,6,0,103,25,218,90,11,3,54,22,10,3
8,BRAŞOV,"ȘCOALA GENERALĂ BĂRCUT",429,ŞOARŞ,41943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:23",348,330,0,15,3,192,174,0,15,3,176,16,369,177,10,0,19,128,4,15
8,BRAŞOV,"SCOALA GENERALA „BETHLEN SAMUEL”",403,RACOŞ,41701,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:12:39",1132,1119,0,9,4,688,675,0,9,4,388,300,1200,512,44,116,25,164,23,16
8,BRAŞOV,"SCOALA GENERALA CARPINIS",436,TĂRLUNGENI,42003,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:53",1316,1301,10,5,0,637,632,0,5,0,619,18,1400,763,49,17,112,264,20,157
8,BRAŞOV,"SCOALA GENERALA, CORP B",334,CRISTIAN,40900,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:09",1988,1940,27,15,6,1103,1080,2,15,6,1079,24,2100,997,56,16,140,646,33,188
8,BRAŞOV,"ŞCOALA GENERALĂ DACIA",372,JIBERT,41284,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:17",633,615,0,15,3,379,361,0,15,3,352,27,700,321,17,3,173,133,9,17
8,BRAŞOV,"ȘCOALA GENERALĂ FELMER",430,ŞOARŞ,41943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:48",391,371,0,19,1,262,242,0,19,1,238,24,1876,687,14,2,50,132,7,33
8,BRAŞOV,"ŞCOALA GENERALĂ FUNDATA",347,FUNDATA,40991,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:30",435,383,1,25,26,359,308,0,25,26,351,8,452,93,28,1,72,238,4,8
8,BRAŞOV,"ŞCOALA GENERALĂ GHIMBAV CLASELE I-IV",251,"ORAŞ GHIMBAV",40214,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:01",1541,1528,4,8,1,742,733,0,8,1,714,28,1700,958,86,18,120,332,56,102
8,BRAŞOV,"ŞCOALA GENERALĂ GHIMBAV CLASELE V-VIII",250,"ORAŞ GHIMBAV",40214,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:10:10",1817,1786,17,11,3,906,889,3,11,3,869,37,2000,1094,92,22,119,424,58,154
8,BRAŞOV,"ŞCOALA GENERALĂ GRÎNARI",373,JIBERT,41284,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:13",191,181,2,7,1,189,181,0,7,1,180,7,500,313,6,100,25,27,0,22
8,BRAŞOV,"ŞCOALA GENERALA I",270,"ORAŞ RUPEA",40394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:06",1071,1062,0,4,5,511,502,0,4,5,486,25,1200,689,19,37,150,258,11,11
8,BRAŞOV,"SCOALA GENERALA II",272,"ORAŞ RUPEA",40394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:23",1522,1515,2,3,2,807,802,0,3,2,763,44,1700,893,33,74,186,433,11,26
8,BRAŞOV,"ŞCOALA GENERALĂ JIBERT",371,JIBERT,41284,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:13",619,612,1,6,0,311,304,1,6,0,286,25,700,389,19,5,65,108,2,87
8,BRAŞOV,"ȘCOALĂ GENERALĂ NR. 11 ȘTEFAN OCTAVIAN IOSIF",58,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:09",1266,1261,1,4,0,558,554,0,4,0,532,26,1400,842,39,36,92,219,11,135
8,BRAŞOV,"ȘCOALĂ GENERALĂ NR. 11 ȘTEFAN OCTAVIAN IOSIF",59,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:21",1042,1034,2,6,0,511,505,0,6,0,491,20,1200,689,26,31,95,173,25,141
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 1 RÂȘNOV",260,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:40",1407,1401,0,6,0,701,695,0,6,0,672,29,1500,799,67,9,114,293,24,165
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 1 RÂȘNOV",259,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:30:18",1497,1488,2,6,1,803,796,0,6,1,783,10,1600,797,63,27,91,369,25,208
8,BRAŞOV,"ŞCOALA GENERALA NR.2",193,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:42",1094,1085,1,8,0,504,496,0,8,0,487,17,1200,696,53,30,145,174,29,56
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 2 RÂȘNOV",265,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:13",1384,1380,2,0,2,658,656,0,0,2,650,8,1500,842,53,3,52,400,17,125
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 2 RÂȘNOV",266,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:47:42",1192,1180,6,3,3,591,584,1,3,3,575,16,1300,709,42,5,63,342,11,112
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 2 RÂȘNOV",264,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:52",1644,1637,0,7,0,776,769,0,7,0,754,21,1800,1024,66,5,70,395,22,196
8,BRAŞOV,"ŞCOALA GENERALA NR. 3",201,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:55",1286,1278,2,6,0,546,538,2,6,0,525,21,1400,842,46,8,195,186,25,65
8,BRAŞOV,"ŞCOALA GENERALA NR. 3",202,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:23",946,940,0,6,0,422,416,0,6,0,408,14,1000,578,35,6,170,133,23,41
8,BRAŞOV,"ŞCOALA GENERALA NR. 3",200,"MUNICIPIUL CODLEA",40241,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:06",886,879,0,7,0,396,389,0,7,0,376,13,1000,604,31,7,154,135,18,31
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 3 RÂȘNOV",262,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:11",1305,1296,8,0,1,652,651,0,0,1,642,9,1400,749,57,6,60,358,21,140
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 3 RÂȘNOV",263,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:51",867,861,1,5,0,411,406,0,5,0,403,8,1103,692,25,4,31,140,12,191
8,BRAŞOV,"ȘCOALA GENERALĂ NR. 3 RÂȘNOV",261,"ORAŞ RÂŞNOV",40367,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:16:19",1653,1644,6,2,1,900,897,0,2,1,870,7,1800,910,72,11,117,524,26,120
8,BRAŞOV,"ȘCOALĂ GENERALĂ NR. 9",89,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:35",1379,1372,2,5,0,562,557,0,5,0,544,18,1500,938,53,9,107,197,23,155
8,BRAŞOV,"ŞCOALA GENERALĂ OLTEŢ",455,VIŞTEA,42236,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:48:59",327,306,0,21,0,180,159,0,21,0,168,12,333,153,15,2,71,67,7,6
8,BRAŞOV,"ŞCOALA GENERALĂ PALOŞ",325,CAŢA,40768,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:55",220,182,0,37,1,147,109,0,37,1,142,5,200,53,14,3,16,106,0,3
8,BRAŞOV,"ŞCOALA GENERALĂ PREDELUŢ",310,BRAN,40633,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:45:02",906,894,4,6,2,594,586,0,6,2,563,31,1017,423,30,1,100,380,13,39
8,BRAŞOV,"SCOALA GENERALA PURCARENI",437,TĂRLUNGENI,42003,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:03",1231,1212,1,13,5,725,707,0,13,5,688,33,1414,693,33,188,76,285,20,86
8,BRAŞOV,"ȘCOALA GENERALĂ RODBAV",431,ŞOARŞ,41943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:34",266,256,1,6,3,156,146,1,6,3,146,10,300,144,13,1,28,79,10,15
8,BRAŞOV,"ŞCOALA GENERALĂ SAT VLĂDENI",341,DUMBRĂVIŢA,40928,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:32:42",751,738,0,12,1,436,423,0,12,1,400,23,801,378,37,6,81,191,15,70
8,BRAŞOV,"ŞCOALA GENERALĂ ŞIRNEA",348,FUNDATA,40991,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:04:18",195,170,0,18,7,142,117,0,18,7,138,4,200,58,14,0,7,108,5,4
8,BRAŞOV,"ȘCOALĂ GENERALĂ TELIU",440,TELIU,42058,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:23:30",1529,1515,0,8,6,1067,1053,0,8,6,1024,43,1682,615,28,50,879,57,7,3
8,BRAŞOV,"ȘCOALĂ GENERALĂ TELIU VALE",442,TELIU,42058,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:56:59",824,807,0,7,10,603,586,0,7,10,573,30,897,294,67,3,57,413,14,19
8,BRAŞOV,"ȘCOALA GENERALĂ TOARCLA",327,CINCU,40820,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:26:56",281,266,0,9,6,180,166,0,9,5,160,20,302,122,15,0,88,44,12,1
8,BRAŞOV,"ŞCOALA GENERALĂ UNGRA",449,UNGRA,42156,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:44",1140,1135,0,4,1,693,688,0,4,1,622,71,1298,605,88,2,29,477,12,14
8,BRAŞOV,"ŞCOALA GENERALĂ VĂLENI",375,JIBERT,41284,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:30:12",141,134,0,7,0,98,91,0,7,0,89,9,139,41,9,6,23,44,1,6
8,BRAŞOV,"SCOALA GENERALA ZIZIN",438,TĂRLUNGENI,42003,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:37:33",1139,1127,2,8,2,842,832,0,8,2,781,61,1300,458,430,154,35,120,7,35
8,BRAŞOV,"SCOALA GENERALA ZIZIN",439,TĂRLUNGENI,42003,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:36:36",1237,1219,1,8,9,890,872,1,8,9,835,55,1326,436,454,158,33,143,17,30
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ BOD SAT",304,BOD,40606,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:07",1602,1584,2,9,7,899,883,0,9,7,874,25,1700,801,67,11,191,432,28,145
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ BUDILA",314,BUDILA,40688,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:28",1131,1113,2,5,11,649,632,1,5,11,607,42,1200,548,57,201,101,94,17,137
