precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LICĂRETE COSTEL DOREL-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","COVACIU SORIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUNOAICA NICU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","AURARIU COMAN-PARTIDUL SOCIAL DEMOCRAT-voturi","VÎLCEANU FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢUŢUDAN IULIAN-ALEXANDRU-PARTIDUL ECOLOGIST ROMÂN-voturi"
20,GORJ,"PRIMĂRIA GODINEŞTI",223,GODINEŞTI,80427,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:14",898,877,3,13,5,540,522,0,13,5,522,18,900,360,60,43,36,359,22,2
20,GORJ,"ŞCOALA CÎLCEŞTI",224,GODINEŞTI,80427,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:16:56",253,238,0,15,0,154,139,0,15,0,152,2,300,146,7,25,13,90,11,6
20,GORJ,"ȘCOALA PÎRÎU DE VALE",226,GODINEŞTI,80427,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:08:01",178,169,0,8,1,105,96,0,8,1,104,1,195,90,19,6,1,58,17,3
20,GORJ,"ŞCOALA PRIMARĂ PÎRÎU DE PRIPOR",225,GODINEŞTI,80427,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:28:58",335,327,0,7,1,236,228,0,7,1,226,10,400,164,19,2,5,196,4,0
