precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","FORȚA DREPTEI-voturi"
20,GORJ,"CĂMINUL CULTURAL ANINIŞ",194,CRASNA,79834,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:10:47",768,764,1,3,0,477,474,0,3,0,452,25,800,323,100,216,20,104,2,10
20,GORJ,"CĂMINUL CULTURAL CĂRPINIŞ",195,CRASNA,79834,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 17:55:25",1555,1506,1,33,15,993,945,0,33,15,968,25,1700,707,215,419,101,191,7,35
20,GORJ,"CĂMINUL CULTURAL DUMBRĂVENI",197,CRASNA,79834,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:55:52",675,661,2,5,7,401,387,2,5,7,388,13,773,372,71,220,13,74,3,7
20,GORJ,"ŞCOALA PRIMARĂ DRĂGOIEŞTI",196,CRASNA,79834,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:04:44",1032,994,2,29,7,668,630,2,29,7,650,18,1100,432,151,318,14,132,11,24
