precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","STANA GHEORGHE-DORIN-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL RIȘCA",256,"BAIA DE CRIŞ",87745,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:14:19",177,167,0,8,2,133,123,0,8,2,130,3,187,54,20,2,29,3,7,69
22,HUNEDOARA,"ȘCOALA GENERALĂ CĂRĂSTĂU",254,"BAIA DE CRIŞ",87745,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:36:46",151,145,0,6,0,93,87,0,6,0,91,2,164,71,66,1,13,1,7,3
22,HUNEDOARA,"ȘCOALA GENERALĂ LUNCA",255,"BAIA DE CRIŞ",87745,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:01:38",224,214,0,7,3,138,128,0,7,3,137,1,243,105,52,2,33,11,33,6
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” BAIA DE CRIŞ",253,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:56:02",584,574,3,5,2,361,353,1,5,2,345,9,633,279,135,3,48,12,130,17
22,HUNEDOARA,"ȘCOALA PRIMARĂ RIȘCULIȚA",257,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:38:20",378,347,3,9,19,248,221,0,8,19,243,5,404,156,169,3,18,9,41,3
22,HUNEDOARA,"ȘCOALA PRIMARĂ ȚEBEA",258,"BAIA DE CRIŞ",87745,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:14",554,535,0,8,11,335,316,0,8,11,318,17,583,248,199,4,18,13,70,14
