precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BISTRIŢA BÎRGĂULUI",85,"BISTRIŢA BÂRGĂULUI",32633,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:27:32",1374,1357,2,5,10,825,810,0,5,10,805,20,1500,675,519,101,78,36,71
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL COLIBIȚA",88,"BISTRIŢA BÂRGĂULUI",32633,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:45",245,238,1,6,0,124,118,0,6,0,114,10,300,176,67,20,10,9,8
6,BISTRIŢA-NĂSĂUD,"SALA DE NUNŢI BISTRIŢA BÎRGĂULUI",87,"BISTRIŢA BÂRGĂULUI",32633,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:35",1042,1033,1,5,3,516,508,0,5,3,496,20,1100,584,318,69,40,27,42
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 BISTRIŢA BÎRGĂULUI",86,"BISTRIŢA BÂRGĂULUI",32633,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:39:22",969,958,0,7,4,516,505,0,7,4,502,14,1100,584,288,101,51,23,39
