precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","OPRESCU ŞTEFAN-voturi"
3,ARGEŞ,"GRĂDINIȚA CU PROGRAM NORMAL PURCĂRENI",386,MICEŞTI,17209,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:29:18",1391,1388,0,1,2,964,961,0,1,2,951,10,1531,570,296,144,251,45,167,48
3,ARGEŞ,"ŞCOALA GIMNAZIALA NR.1 MICEȘTI",384,MICEŞTI,17209,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:31:06",1521,1513,6,0,2,1085,1083,0,0,2,1047,38,1656,571,286,90,407,106,141,17
3,ARGEŞ,"ŞCOALA PRIMARA NR.2 PĂULEASCA",385,MICEŞTI,17209,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:50:19",891,881,0,3,7,689,679,0,3,7,635,54,978,289,303,17,100,23,189,3
