precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"BIBLIOTECA COMUNALĂ SATU NOU",105,CETATE,32884,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:38",618,602,1,7,8,439,424,0,7,8,428,11,656,217,184,36,173,35
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ORHEIU BISTRIŢEI",106,CETATE,32884,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:48:15",722,718,0,3,1,452,448,0,3,1,443,9,799,347,206,40,176,21
6,BISTRIŢA-NĂSĂUD,"ŞCOALA CLASELE I - IV PETRIŞ",107,CETATE,32884,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:34",1059,1036,3,9,11,713,693,0,9,11,691,22,1140,427,240,81,311,59
