precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL CALFA",192,TOPOLOG,161384,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:34:47",107,99,0,8,0,65,57,0,8,0,60,5,109,44,8,9,6,34,3
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL LUMINIȚA",195,TOPOLOG,161384,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:57:06",197,189,0,7,1,109,101,0,7,1,106,3,214,105,21,16,18,51,0
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL MĂGURELE",196,TOPOLOG,161384,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:00:17",186,180,0,6,0,109,103,0,6,0,102,7,198,89,35,11,5,50,1
38,TULCEA,"LICEUL TEHNOLOGIC TOPOLOG",190,TOPOLOG,161384,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:15",920,915,0,0,5,500,495,0,0,5,469,31,1018,518,88,86,8,264,23
38,TULCEA,"LICEUL TEHNOLOGIC TOPOLOG",191,TOPOLOG,161384,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:07:24",977,971,0,1,5,557,551,0,1,5,502,55,1079,522,109,63,22,277,31
38,TULCEA,"ŞCOALA GIMNAZIALĂ FĂGĂRAȘU NOU",194,TOPOLOG,161384,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:00:57",487,484,0,3,0,228,225,0,3,0,208,20,534,288,57,35,28,83,5
38,TULCEA,"ŞCOALA PRIMARĂ CERBU",193,TOPOLOG,161384,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:30",178,167,0,9,2,84,73,0,9,2,82,2,185,101,12,19,5,45,1
38,TULCEA,"ŞCOALA PRIMARĂ SÂMBĂTA NOUĂ",197,TOPOLOG,161384,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:35",405,400,0,3,2,228,223,0,3,2,216,12,444,216,31,76,6,101,2
