precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GĂNEŞTI",267,LĂCUSTENI,174511,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:16:10",472,429,1,15,27,298,257,0,15,26,286,12,470,172,138,23,25,90,10
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV LĂCUSTENI",266,LĂCUSTENI,174511,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:07:12",442,403,0,21,18,297,258,0,21,18,283,14,440,143,113,38,40,78,14
40,VÂLCEA,"ŞCOALA CU CLASELE V-VIII LĂCUSTENI",265,LĂCUSTENI,174511,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:25:20",260,250,0,2,8,171,161,0,2,8,163,8,280,109,59,7,42,26,29
