precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL LĂMOTEȘTI",215,MILCOVUL,176748,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:19:09",878,869,0,2,7,486,477,0,2,7,455,31,965,479,257,88,81,29
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL MILCOVUL",213,MILCOVUL,176748,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:08:56",995,986,1,0,8,539,531,0,0,8,525,14,1094,555,333,90,66,36
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL MILCOVUL",214,MILCOVUL,176748,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:19",1047,1036,1,1,9,547,537,0,1,9,543,4,1148,601,296,117,79,51
